cenario,ativos_financiados,cagr,vol,sharpe,max_drawdown,encargo_financiamento_anual_aritmetico
overlay_atual,0,0.156615363099,0.104590002187,0.475539289497,-0.240032398714,0
etfs_financiados,11,0.115375703781,0.104656048962,0.126667482288,-0.257594261303,0.036528834191
etfs_indices_financiados,15,0.0996053152159,0.104695465733,-0.00997208562952,-0.269472480373,0.050848933959
