bloco_dias,ic_2_5,mediana,ic_97_5
21,-0.03707436483019758,0.4656503955427919,0.9471054895770646
63,0.024545434013167083,0.47005193717424326,0.9603100590054817
252,0.0016792416938943898,0.48566753846146493,0.9602314924369894
