cenario,cagr,vol,sharpe,max_drawdown
carry_sem_lag_publicacao,0.156615363099,0.104590002187,0.475539289497,-0.240032398714
carry_defasado_21_pregoes,0.15558935762,0.104829959318,0.466180985003,-0.240215080222
