,valor
observacoes_diarias,5387.0
sharpe_anual,0.47354546677429726
t_iid,2.1894493401845394
p_iid_bilateral,0.028606958049561534
p_iid_unilateral,0.014303479024780767
p_bonferroni_4_bilateral,0.11442783219824613
p_bonferroni_4_unilateral,0.05721391609912307
testes_contados_bonferroni,4.0
